what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1319944032203
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1319944032203
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1319944032203
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1319944032203
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1319944032203
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1319944032328
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1319944032328
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1319944032328
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1319944032328
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1319944032328
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1319944032328
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1319944032343
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1319944032343
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1319944032343
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1319944032343
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1319944032343
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1319944032343
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1319944032343
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1319944032343
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1319944032343
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1319944032343
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1319944032343
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1319944032343
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1319944032359
os,sysinfo,,,"win32",1319944032359
arch,sysinfo,,,"x86",1319944032359
ws,sysinfo,,,"win32",1319944032359
locale,sysinfo,,,"en_US",1319944032359
processors,sysinfo,,,"1",1319944032359
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1319944032359
java.runtime.version,sysinfo,,,"1.6.0_13-b03",1319944032359
java.specification.name,sysinfo,,,"Java Platform API Specification",1319944032359
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319944032359
java.specification.version,sysinfo,,,"1.6",1319944032359
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1319944032359
java.version,sysinfo,,,"1.6.0_13",1319944032359
java.vm.info,sysinfo,,,"mixed mode",1319944032359
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1319944032359
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319944032359
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319944032359
java.vm.specification.version,sysinfo,,,"1.0",1319944032359
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1319944032359
java.vm.version,sysinfo,,,"11.3-b02",1319944032359
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1319944032531
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1319944032562
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1319944032562
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1319944032578
started,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1319944032656
started,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1319944032656
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1319944032734
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1319944033125
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1319944033140
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1319944033140
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1319944033281
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1319944034484
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1319944034500
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1319944034578
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1319944178468
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1319944212656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1319944218437
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1319944226656
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1319944227812
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1319944227828
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1319944227937
started,bundle,org.eclipse.jst.j2ee.core,1.1.301.v200911302230,"org.eclipse.jst.j2ee.core",1319944227937
started,bundle,org.eclipse.jem,2.0.301.v201001252130,"org.eclipse.jem",1319944228015
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1319944228015
started,bundle,org.eclipse.jst.jee,1.0.201.v201002021055,"org.eclipse.jst.jee",1319944228375
started,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1319944228531
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1319944228984
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1319944229046
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1319944229046
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1319944229046
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1319944229046
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1319944229046
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1319944229046
started,bundle,org.eclipse.jst.j2ee,1.1.301.v201001272230,"org.eclipse.jst.j2ee",1319944229046
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1319944229093
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1319944229093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944233921
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944264734
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319944266015
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319944267656
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319944267890
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319944267968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944328515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944332000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944332937
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944339453
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944341140
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944342578
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944343687
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944345625
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944346437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944349078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944350234
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944363328
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319944364078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1319944399015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1319944400062
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944400421
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944498859
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319944502906
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944602531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944628421
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944630593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944646109
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944649421
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944654625
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1319944662968
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1319944663859
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1319944664890
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1319944665609
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1319944670000
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1319944670953
started,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1319944725828
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1319944725937
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1319944725937
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1319944727531
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1319944738250
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1319944765890
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1319944776703
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1319944789578
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1319944807906
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1319944811406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944818859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944819187
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1319944821359
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1319944822890
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1319944823671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944827078
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944873828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944878875
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944881031
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944881562
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944892671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944903015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944909593
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319944912171
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945301250
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945385109
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945388765
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945455015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945456359
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945459437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945460562
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945460875
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945535828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945575515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945633625
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945649109
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945676890
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1319945684156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319945688734
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319168189656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319168199406
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319168205015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319168211671
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319168218687
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1319168224484
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1319168224687
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1319168225109
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319168243750
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319168252218
