what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.views.showView",1319001900531
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319001902078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001904750
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001908218
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1319001938015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001963937
started,bundle,org.eclipse.pde.core,3.5.101.v20100104,"org.eclipse.pde.core",1319001965453
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319001965453
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319001965593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001965656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1319001965687
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319001967203
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1319001969781
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001971125
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319001972796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001972843
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1319001972890
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319001976921
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319001977015
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1319001982750
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001989000
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319001990906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1319001990921
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319002016515
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1319002027843
started,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1319002027890
started,bundle,org.eclipse.jst.jsp.core,1.2.204.v201001270045,"org.eclipse.jst.jsp.core",1319002029546
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319002029828
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1319002029859
